race_id,race_name,race_type,region,race_date,race_year,unix_timestamp
1,Ironman Arizona 2012,im,NA,2012-11-17,2012,1353196800
2,Ironman Australia 2012,im,Australia,2012-05-05,2012,1336262400
3,Ironman Austria 2012,im,Euro,2012-06-30,2012,1341100800
4,Ironman Brazil 2012,im,SA,2012-05-26,2012,1338076800
5,Ironman Cairns 2012,im,Australia,2012-06-02,2012,1338681600
7,Ironman Coeur d'Alene 2012,im,NA,2012-06-23,2012,1340496000
8,Ironman Cozumel 2012,im,NA,2012-11-24,2012,1353801600
9,Ironman Florida 2012,im,NA,2012-11-02,2012,1351900800
10,Ironman France 2012,im,Euro,2012-06-23,2012,1340496000
11,Ironman Frankfurt 2012,im,Euro,2012-07-07,2012,1341705600
13,Ironman Lake Placid 2012,im,NA,2012-07-21,2012,1342915200
14,Ironman Lanzarote 2012,im,Euro,2012-05-18,2012,1337385600
15,Ironman Louisville 2012,im,NA,2012-08-25,2012,1345939200
16,Ironman Melbourne 2012,im,Australia,2012-03-24,2012,1332633600
17,Ironman Mont-Tremblant 2012,im,NA,2012-08-18,2012,1345334400
18,Ironman New York 2012,im,NA,2012-08-10,2012,1344643200
20,Ironman Regensburg 2012,im,Euro,2012-06-16,2012,1339891200
21,Ironman South Africa 2012,im,Africa,2012-04-07,2012,1333843200
22,Ironman St George 2012,im,NA,2012-05-04,2012,1336176000
23,Ironman Sweden 2012,im,Euro,2012-08-17,2012,1345248000
24,Ironman Switzerland 2012,im,Euro,2012-07-14,2012,1342310400
25,Ironman Texas 2012,im,NA,2012-05-18,2012,1337385600
26,Ironman UK 2012,im,Euro,2012-07-20,2012,1342828800
27,Ironman Wales 2012,im,Euro,2012-09-15,2012,1347753600
28,Ironman Western Australia 2012,im,Australia,2012-12-08,2012,1355011200
29,Ironman Wisconsin 2012,im,NA,2012-09-08,2012,1347148800
30,Ironman Wales 2011,im,Euro,2011-09-10,2011,1315699200
31,Ironman Wisconsin 2011,im,NA,2011-09-10,2011,1315699200
32,Ironman Florida 2011,im,NA,2011-11-04,2011,1320451200
33,Ironman Arizona 2011,im,NA,2011-11-19,2011,1321747200
34,Ironman Cozumel 2011,im,NA,2011-11-26,2011,1322352000
35,Ironman Western Australia 2011,im,Australia,2011-12-03,2011,1322956800
36,Ironman New Zealand 2011,im,Australia,2011-03-04,2011,1299283200
37,Ironman New Zealand 2010,im,Australia,2010-03-05,2010,1267833600
38,Ironman New Zealand 2009,im,Australia,2009-03-06,2009,1236384000
39,Ironman New Zealand 2008,im,Australia,2008-02-29,2008,1204329600
40,Ironman New Zealand 2007,im,Australia,2007-03-02,2007,1172880000
41,Ironman New Zealand 2005,im,Australia,2005-03-04,2005,1109980800
42,Ironman New Zealand 2004,im,Australia,2004-03-05,2004,1078531200
43,Ironman New Zealand 2003,im,Australia,2003-02-28,2003,1046476800
44,Ironman New Zealand 2013,im,Australia,2013-03-01,2013,1362182400
45,Ironman South Africa 2007,im,Africa,2007-03-16,2007,1174089600
46,Ironman South Africa 2008,im,Africa,2008-04-11,2008,1207958400
47,Ironman South Africa 2009,im,Africa,2009-04-04,2009,1238889600
48,Ironman South Africa 2010,im,Africa,2010-04-24,2010,1272153600
49,Ironman South Africa 2011,im,Africa,2011-04-08,2011,1302307200
50,Ironman Los Cabos 2013,im,NA,2013-03-16,2013,1363478400
51,Ironman Melbourne 2013,im,Australia,2013-03-23,2013,1364083200
52,Ironman South Africa 2013,im,Africa,2013-04-13,2013,1365897600
53,Ironman Australia 2005,im,Australia,2006-04-02,2005,1144022400
54,Ironman Australia 2006,im,Australia,2006-03-17,2006,1142640000
55,Ironman Australia 2007,im,Australia,2007-03-31,2007,1175385600
56,Ironman Australia 2008,im,Australia,2008-06-03,2008,1212537600
57,Ironman Australia 2009,im,Australia,2009-05-03,2009,1241395200
58,Ironman Australia 2010,im,Australia,2010-03-27,2010,1269734400
59,Ironman Australia 2011,im,Australia,2011-04-30,2011,1304208000
60,Ironman Australia 2013,im,Australia,2013-05-04,2013,1367712000
61,Ironman Lanzarote 2008,im,Euro,2008-05-23,2008,1211587200
62,Ironman Lanzarote 2009,im,Euro,2009-05-22,2009,1243036800
63,Ironman Lanzarote 2010,im,Euro,2010-05-20,2010,1274400000
64,Ironman Lanzarote 2011,im,Euro,2011-05-20,2011,1305936000
65,Ironman Texas 2011,im,NA,2011-05-20,2011,1305936000
66,Ironman Lanzarote 2013,im,Euro,2013-05-17,2013,1368835200
67,Ironman Texas 2013,im,NA,2013-05-17,2013,1368835200
68,Ironman Brazil 2006,im,SA,2006-05-27,2006,1148774400
69,Ironman Brazil 2007,im,SA,2007-05-25,2007,1180137600
70,Ironman Brazil 2008,im,SA,2008-05-24,2008,1211673600
71,Ironman Brazil 2009,im,SA,2009-05-30,2009,1243728000
72,Ironman Brazil 2010,im,SA,2010-05-29,2010,1275177600
73,Ironman Brazil 2011,im,SA,,2011,
74,Ironman Brazil 2013,im,SA,2013-05-25,2013,1369526400
75,Ironman Cairns 2013,im,Australia,2013-06-08,2013,1370736000
83,Ironman France 2005,im,Euro,2005-06-17,2005,1119052800
84,Ironman France 2006,im,Euro,2006-06-24,2006,1151193600
85,Ironman France 2007,im,Euro,2007-06-23,2007,1182643200
86,Ironman France 2008,im,Euro,2008-06-21,2008,1214092800
87,Ironman France 2009,im,Euro,2009-06-27,2009,1246147200
89,Ironman France 2011,im,Euro,2011-06-25,2011,1309046400
90,Ironman Coeur d'Alene 2003,im,NA,2003-06-28,2003,1056844800
92,Ironman Coeur d'Alene 2005,im,NA,2005-06-24,2005,1119657600
93,Ironman Coeur d'Alene 2006,im,NA,2006-06-24,2006,1151193600
94,Ironman Coeur d'Alene 2007,im,NA,2007-06-23,2007,1182643200
95,Ironman Coeur d'Alene 2008,im,NA,2008-06-21,2008,1214092800
96,Ironman Coeur d'Alene 2009,im,NA,2009-06-20,2009,1245542400
97,Ironman Coeur d'Alene 2010,im,NA,2010-06-26,2010,1277596800
98,Ironman Coeur d'Alene 2011,im,NA,2011-06-25,2011,1309046400
99,Ironman Austria 2005,im,Euro,2005-07-02,2005,1120348800
100,Ironman Austria 2006,im,Euro,2006-07-15,2006,1153008000
101,Ironman Austria 2007,im,Euro,2007-07-07,2007,1183852800
102,Ironman Austria 2008,im,Euro,2008-07-12,2008,1215907200
103,Ironman Austria 2009,im,Euro,2009-07-04,2009,1246752000
104,Ironman Austria 2010,im,Euro,2010-07-03,2010,1278201600
105,Ironman Austria 2011,im,Euro,2011-07-02,2011,1309651200
106,Ironman Frankfurt 2003,im,Euro,2003-07-03,2003,1057276800
108,Ironman Frankfurt 2005,im,Euro,2005-07-09,2005,1120953600
109,Ironman Frankfurt 2006,im,Euro,2006-07-22,2006,1153612800
110,Ironman Frankfurt 2007,im,Euro,2007-06-30,2007,1183248000
111,Ironman Frankfurt 2008,im,Euro,2008-07-05,2008,1215302400
112,Ironman Frankfurt 2009,im,Euro,2009-04-04,2009,1238889600
113,Ironman Frankfurt 2010,im,Euro,2010-07-03,2010,1278201600
114,Ironman Frankfurt 2011,im,Euro,2011-07-23,2011,1311465600
115,Ironman Lake Placid 2002,im,NA,2002-07-21,2002,1027296000
116,Ironman Lake Placid 2003,im,NA,2003-07-26,2003,1059264000
117,Ironman Lake Placid 2004,im,NA,2004-07-24,2004,1090713600
119,Ironman Lake Placid 2006,im,NA,2006-07-22,2006,1153612800
120,Ironman Lake Placid 2007,im,NA,2007-07-21,2007,1185062400
121,Ironman Lake Placid 2008,im,NA,2008-07-19,2008,1216512000
122,Ironman Lake Placid 2009,im,NA,2009-07-25,2009,1248566400
123,Ironman Lake Placid 2010,im,NA,2010-07-24,2010,1280016000
124,Ironman Lake Placid 2011,im,NA,2011-07-23,2011,1311465600
125,Ironman Switzerland 2005,im,Euro,2005-07-16,2005,1121558400
126,Ironman Switzerland 2006,im,Euro,2006-07-01,2006,1151798400
127,Ironman Switzerland 2007,im,Euro,2007-06-22,2007,1182556800
128,Ironman Switzerland 2008,im,Euro,2008-07-12,2008,1215907200
129,Ironman Switzerland 2009,im,Euro,2009-07-11,2009,1247356800
130,Ironman Switzerland 2010,im,Euro,2010-07-24,2010,1280016000
131,Ironman Switzerland 2011,im,Euro,2011-07-09,2011,1310256000
133,Ironman UK 2007,im,Euro,2007-08-18,2007,1187481600
134,Ironman UK 2008,im,Euro,2008-09-06,2008,1220745600
135,Ironman UK 2009,im,Euro,2009-08-01,2009,1249171200
136,Ironman UK 2010,im,Euro,2010-07-31,2010,1280620800
137,Ironman UK 2011,im,Euro,2011-07-30,2011,1312070400
138,Ironman Louisville 2007,im,NA,2007-08-26,2007,1188172800
139,Ironman Louisville 2008,im,NA,2008-08-30,2008,1220140800
140,Ironman Louisville 2009,im,NA,2009-08-29,2009,1251590400
141,Ironman Louisville 2010,im,NA,2010-08-28,2010,1283040000
142,Ironman Louisville 2011,im,NA,2011-08-27,2011,1314489600
151,Ironman Japan 2006,im,Asia,2006-05-27,2006,1148774400
152,Ironman Japan 2007,im,Asia,2007-06-16,2007,1182038400
153,Ironman Japan 2008,im,Asia,2008-06-21,2008,1214092800
154,Ironman Japan 2009,im,Asia,2009-06-20,2009,1245542400
156,Ironman Wisconsin 2003,im,NA,2003-09-06,2003,1062892800
157,Ironman Wisconsin 2004,im,NA,2004-09-11,2004,1094947200
158,Ironman Wisconsin 2005,im,NA,2005-09-10,2005,1126396800
159,Ironman Wisconsin 2006,im,NA,2006-09-09,2006,1157846400
160,Ironman Wisconsin 2007,im,NA,2007-09-08,2007,1189296000
161,Ironman Wisconsin 2008,im,NA,2008-09-06,2008,1220745600
162,Ironman Wisconsin 2009,im,NA,2009-09-12,2009,1252800000
163,Ironman Wisconsin 2010,im,NA,2010-09-11,2010,1284249600
175,Ironman Florida 2003,im,NA,2003-11-07,2003,1068249600
176,Ironman Florida 2004,im,NA,2004-11-05,2004,1099699200
177,Ironman Florida 2005,im,NA,2005-11-04,2005,1131148800
178,Ironman Florida 2006,im,NA,2006-11-03,2006,1162598400
179,Ironman Florida 2007,im,NA,2007-11-02,2007,1194048000
180,Ironman Florida 2008,im,NA,2008-10-31,2008,1225497600
181,Ironman Florida 2009,im,NA,2009-11-06,2009,1257552000
182,Ironman Florida 2010,im,NA,2010-11-05,2010,1289001600
183,Ironman Arizona 2010,im,NA,2010-11-16,2010,1289952000
184,Ironman Arizona 2009,im,NA,2009-11-21,2009,1258848000
185,Ironman Arizona 2008,im,NA,2008-04-12,2008,1208044800
186,Ironman Arizona 2007,im,NA,2007-04-14,2007,1176595200
187,Ironman Arizona 2006,im,NA,2006-04-08,2006,1144540800
188,Ironman Arizona 2005,im,NA,2005-04-08,2005,1113004800
189,Ironman Cozumel 2009,im,NA,2009-11-28,2009,1259452800
190,Ironman Cozumel 2010,im,NA,2010-11-27,2010,1290902400
191,Ironman Western Australia 2004,im,Australia,,2004,
192,Ironman Western Australia 2005,im,Australia,2005-11-26,2005,1133049600
193,Ironman Western Australia 2006,im,Australia,2006-12-02,2006,1165104000
194,Ironman Western Australia 2007,im,Australia,2007-12-01,2007,1196553600
195,Ironman Western Australia 2008,im,Australia,2008-12-06,2008,1228608000
196,Ironman Western Australia 2009,im,Australia,2009-12-04,2009,1259971200
197,Ironman Western Australia 2010,im,Australia,2010-12-04,2010,1291507200
199,Ironman France 2013,im,Euro,2013-06-22,2013,1371945600
200,Ironman Coeur d'Alene 2013,im,NA,2013-06-22,2013,1371945600
201,Ironman Austria 2013,im,Euro,2013-06-29,2013,1372550400
202,Ironman Frankfurt 2013,im,Euro,2013-07-06,2013,1373155200
207,Ironman Lake Placid 2013,im,NA,2013-07-27,2013,1374969600
208,Ironman Switzerland 2013,im,Euro,2013-07-27,2013,1374969600
209,Ironman UK 2013,im,Euro,2013-08-03,2013,1375574400
210,Challenge Copenhagen 2010,im,Euro,,2010,
211,Challenge Copenhagen 2011,im,Euro,,2011,
212,Challenge Copenhagen 2012,im,Euro,,2012,
213,Ironman Sweden 2013,im,Euro,2013-08-16,2013,1376697600
214,Ironman Copenhagen 2013,im,Euro,2013-08-17,2013,1376784000
215,Ironman Mont-Tremblant 2013,im,NA,2013-08-17,2013,1376784000
216,Ironman Louisville 2013,im,NA,2013-08-24,2013,1377388800
217,Ironman Canada 2013,im,NA,2013-08-24,2013,1377388800
219,Ironman Japan 2013,im,Asia,2013-08-30,2013,1377907200
220,Ironman Wales 2013,im,Euro,2013-09-07,2013,1378598400
221,Ironman Wisconsin 2013,im,NA,2013-09-07,2013,1378598400
223,Ironman Lake Tahoe 2013,im,NA,2013-09-21,2013,1379808000
224,Ironman Florida 2013,im,NA,2013-11-01,2013,1383350400
225,Ironman Arizona 2013,im,NA,2013-11-16,2013,1384646400
226,Ironman Cozumel 2013,im,NA,2013-11-30,2013,1385856000
227,Ironman Western Australia 2013,im,Australia,2013-12-07,2013,1386460800
228,Ironman New Zealand 2014,im,Australia,2014-02-28,2014,1393632000
229,Ironman Melbourne 2014,im,Australia,2014-03-22,2014,1395532800
230,Ironman Los Cabos 2014,im,NA,2014-03-29,2014,1396137600
231,Ironman South Africa 2014,im,Africa,2014-04-05,2014,1396742400
232,Ironman Australia 2014,im,Australia,2014-05-03,2014,1399161600
233,Ironman Texas 2014,im,NA,2014-05-16,2014,1400284800
234,Ironman Lanzarote 2014,im,Euro,2014-05-16,2014,1400284800
235,Ironman Brazil 2014,im,SA,2014-05-24,2014,1400976000
236,Ironman Cairns 2014,im,Australia,2014-06-07,2014,1402185600
237,Ironman Austria 2014,im,Euro,2014-06-28,2014,1404000000
238,Ironman Coeur d'Alene 2014,im,NA,2014-06-28,2014,1404000000
239,Ironman France 2014,im,Euro,2014-06-28,2014,1404000000
240,Ironman Frankfurt 2014,im,Euro,2014-07-05,2014,1404604800
241,Ironman UK 2014,im,Euro,2014-07-19,2014,1405814400
242,Ironman Lake Placid 2014,im,NA,2014-07-26,2014,1406419200
243,Ironman Switzerland 2014,im,Euro,2014-07-26,2014,1406419200
244,Ironman Canada 2014,im,NA,2014-07-26,2014,1406419200
245,Ironman Boulder 2014,im,NA,2014-08-02,2014,1407024000
246,Ironman Sweden 2014,im,Euro,2014-08-15,2014,1408147200
247,Ironman Mont-Tremblant 2014,im,NA,2014-08-16,2014,1408233600
248,Ironman Copenhagen 2014,im,Euro,2014-08-23,2014,1408838400
249,Ironman Louisville 2014,im,NA,2014-08-23,2014,1408838400
250,Ironman Japan 2014,im,Asia,2014-08-23,2014,1408838400
251,Ironman Wisconsin 2014,im,NA,2014-09-06,2014,1410048000
252,Ironman Wales 2014,im,Euro,2014-09-13,2014,1410652800
254,Ironman Mallorca 2014,im,Euro,2014-09-26,2014,1411776000
255,Ironman Malaysia 2014,im,Asia,2014-09-26,2014,1411776000
256,Ironman Chattanooga 2014,im,NA,2014-09-27,2014,1411862400
258,Ironman Florida 2014,im,NA,2014-10-31,2014,1414800000
259,Ironman Fortaleza 2014,im,SA,2014-11-08,2014,1415491200
260,Ironman Arizona 2014,im,NA,2014-11-15,2014,1416096000
261,Ironman Cozumel 2014,im,NA,2014-11-29,2014,1417305600
262,Ironman Western Australia 2014,im,Australia,2014-12-06,2014,1417910400
269,Ironman Maryland 2014,im,NA,2014-09-19,2014,1411171200
270,Ironman Barcelona 2014,im,Euro,2014-10-04,2014,1412467200
271,Ironman Arizona 2008,im,NA,2008-11-22,2008,1227398400
272,Ironman New Zealand 2015,im,Australia,2015-03-06,2015,1425686400
273,Ironman Melbourne 2015,im,Australia,2015-03-21,2015,1426982400
274,Ironman South Africa 2015,im,Africa,2015-03-28,2015,1427587200
275,Ironman Taiwan 2015,im,Asia,2015-04-11,2015,1428796800
276,Ironman Australia 2015,im,Australia,2015-05-02,2015,1430611200
278,Ironman Texas 2015,im,NA,2015-05-15,2015,1431734400
279,Ironman Lanzarote 2015,im,Euro,2015-05-22,2015,1432339200
280,Ironman Brazil 2015,im,SA,2015-05-30,2015,1433030400
281,Ironman Cairns 2015,im,Australia,2015-06-13,2015,1434240000
283,Ironman Austria 2015,im,Euro,2015-06-27,2015,1435449600
284,Ironman France 2015,im,Euro,2015-06-27,2015,1435449600
285,Ironman Coeur d'Alene 2015,im,NA,2015-06-27,2015,1435449600
287,Ironman Frankfurt 2015,im,Euro,2015-07-04,2015,1436054400
289,Ironman Switzerland 2015,im,Euro,2015-07-18,2015,1437264000
290,Ironman UK 2015,im,Euro,2015-07-18,2015,1437264000
291,Ironman Canada 2015,im,NA,2015-07-25,2015,1437868800
292,Ironman Lake Placid 2015,im,NA,2015-07-25,2015,1437868800
293,Ironman Maastricht-Limburg 2015,im,Euro,2015-08-01,2015,1438473600
294,Ironman Boulder 2015,im,NA,2015-08-01,2015,1438473600
297,Ironman Sweden 2015,im,Euro,2015-08-14,2015,1439596800
298,Ironman Mont-Tremblant 2015,im,NA,2015-08-15,2015,1439683200
299,Ironman Japan 2015,im,Asia,2015-08-22,2015,1440288000
300,Ironman Copenhagen 2015,im,Euro,2015-08-22,2015,1440288000
303,Ironman Vichy 2015,im,Euro,2015-08-29,2015,1440892800
304,Ironman Muskoka 2015,im,NA,2015-08-29,2015,1440892800
305,Ironman Wisconsin 2015,im,NA,2015-09-12,2015,1442102400
306,Ironman Wales 2015,im,Euro,2015-09-12,2015,1442102400
307,Ironman Lake Tahoe 2015,im,NA,2015-09-19,2015,1442707200
308,Ironman Mallorca 2015,im,Euro,2015-09-25,2015,1443225600
309,Ironman Chattanooga 2015,im,NA,2015-09-26,2015,1443312000
310,Ironman Maryland 2015,im,NA,2015-10-16,2015,1445040000
311,Ironman Barcelona 2015,im,Euro,2015-10-03,2015,1443916800
313,Ironman Louisville 2015,im,NA,2015-10-10,2015,1444521600
314,Ironman Los Cabos 2015,im,NA,2015-10-24,2015,1445731200
315,Ironman Florida 2015,im,NA,2015-11-06,2015,1446854400
316,Ironman Fortaleza 2015,im,SA,2015-11-07,2015,1446940800
317,Ironman Malaysia 2015,im,Asia,2015-11-13,2015,1447459200
318,Ironman Arizona 2015,im,NA,2015-11-14,2015,1447545600
319,Ironman Cozumel 2015,im,NA,2015-11-28,2015,1448755200
320,Ironman Western Australia 2015,im,Australia,2015-12-05,2015,1449360000
321,Ironman New Zealand 2016,im,Australia,2016-03-04,2016,1457136000
322,Ironman South Africa 2016,im,Africa,2016-04-09,2016,1460246400
324,Ironman Taiwan 2016,im,Asia,2016-10-01,2016,1475366400
325,Ironman Australia 2016,im,Australia,2016-04-30,2016,1462060800
326,Ironman Texas 2016,im,NA,2016-05-13,2016,1463184000
327,Ironman Lanzarote 2016,im,Euro,2016-05-20,2016,1463788800
328,Ironman Brazil 2016,im,SA,2016-05-28,2016,1464480000
329,Ironman France 2016,im,Euro,2016-06-04,2016,1465084800
330,Ironman Cairns 2016,im,Australia,2016-06-11,2016,1465689600
331,Ironman Austria 2016,im,Euro,2016-06-25,2016,1466899200
332,Ironman Frankfurt 2016,im,Euro,2016-07-02,2016,1467504000
333,Ironman UK 2016,im,Euro,2016-07-16,2016,1468713600
334,Ironman Lake Placid 2016,im,NA,2016-07-23,2016,1469318400
335,Ironman Switzerland 2016,im,Euro,2016-07-23,2016,1469318400
336,Ironman Canada 2016,im,NA,2016-07-23,2016,1469318400
337,Ironman Maastricht-Limburg 2016,im,Euro,2016-07-30,2016,1469923200
338,Ironman Boulder 2016,im,NA,2016-08-06,2016,1470528000
339,Ironman Sweden 2016,im,Euro,2016-08-19,2016,1471651200
340,Ironman Copenhagen 2016,im,Euro,2016-08-20,2016,1471737600
341,Ironman Coeur d'Alene 2016,im,NA,2016-08-20,2016,1471737600
342,Ironman Mont-Tremblant 2016,im,NA,2016-08-20,2016,1471737600
344,Ironman Vichy 2016,im,Euro,2016-08-27,2016,1472342400
348,Ironman Wales 2016,im,Euro,2016-09-17,2016,1474156800
350,Ironman Mallorca 2016,im,Euro,2016-09-23,2016,1474675200
351,Ironman Barcelona 2016,im,Euro,2016-10-01,2016,1475366400
352,Ironman Chattanooga 2016,im,NA,2016-09-24,2016,1474761600
353,Ironman Wisconsin 2016,im,NA,2016-09-10,2016,1473552000
354,Ironman Louisville 2016,im,NA,2016-10-08,2016,1475971200
355,Ironman Weymouth 2016,im,Euro,2016-09-10,2016,1473552000
356,Challenge Weymouth 2014,im,Euro,2014-09-13,2014,1410652800
357,Challenge Weymouth 2015,im,Euro,2015-09-12,2015,1442102400
358,Ironman Vineman 2016,im,NA,2016-07-29,2016,1469836800
359,Ironman Maryland 2016,im,NA,2016-09-30,2016,1475280000
360,Ironman North Carolina 2016,im,NA,2016-10-21,2016,1477094400
361,Ironman Los Cabos 2016,im,NA,2016-10-29,2016,1477785600
362,Ironman Florida 2016,im,NA,2016-11-04,2016,1478304000
363,Ironman Malaysia 2016,im,Asia,2016-11-11,2016,1478908800
364,Ironman Arizona 2016,im,NA,2016-11-19,2016,1479600000
365,Ironman Fortaleza 2016,im,SA,2016-11-19,2016,1479600000
